Time [s];A [nV]
0,30181853447542717;0,05377012880793913
0,33976192922379833;0,15043937042212074
0,661682132765642;0,11300409479116406
0,6857973483523303;0,0998976875353538
0,7480731859557083;0,09173576514835646
0,9435114335842397;0,028621066799118414
0,9639084563531009;0,02248004494633472
0,9980091946583673;0,09373492711408711
1,0172853587039616;0,06609451023391505
1,0173069454986907;0,19387462880463152
1,0630286875639372;0,18328910642142612
1,0701342173360067;0,1799631629001621
1,089477324675026;0,17953011115401432
1,1039216932714053;0,010757051805889033
1,11731683860339;0,1810812836989526
1,5909619609942585;0,14113870004630244
1,7943756997245763;0,052430395957435295
1,8818870740856277;0,14645698865872134
1,9224465461424758;0,04150700595433484
1,9324703822916884;0,09458854018264347
1,9787441753103503;0,03293029259642824
2,091606780868314;0,042650633468978606
2,2359931876873493;0,07288818002840347
2,4870217726804085;0,06931654194872655
2,6800476665004678;0,05828099537073907
2,8606550512406566;0,1298076997356797
3,156669894528456;0,09080271669977859
3,571916271543505;0,12399724057782643
4,1753060492170935;0,0051238412262697534
4,486546861098489;0,13999134742153546
4,636970349719132;0,006070007042230124
4,872248005031901;0,0027068102334929867
5,153629972610946;0,1966972343604724
5,333142069239532;0,06075551054946308
5,418040945490899;0,2153309940182358
5,491766960667437;0,021390493398192052
5,854472497492004;0,07563800018355014
6,024100928310718;0,06237910147759652
6,105854321282724;0,16100879638124177
6,283910711028577;0,18473810650823105
6,324364968224712;0,12630560071284797
6,341667535135874;0,19420762438311373
6,43800089505339;0,10693182781179933
6,506025661579125;0,07529550610138057
6,588299092040359;0,07161107056602802
6,717738950985506;0,03437997889223415
6,727138527069854;0,09716992440931037
7,137759977678963;2,8268579149670625e-05
7,1972943591922;0,19980019018242487
7,255537166737093;0,07472253942621157
7,373640733717778;0,15281299629772943
7,45632492817464;0,09740476977930347
7,472844742792803;0,12257330200402662
7,57139648176395;0,21161125755161236
7,595526039447991;0,025216717979108707
8,053326338891708;0,020595180255250898
8,252367639893643;0,04651680272743869
8,345971537316014;0,22693295918459694
8,50960640745398;0,0004016281451070125
8,515925150444868;0,14930459882948133
8,726712098626418;0,007706458550924376
8,91662050149153;0,04754202309796094
8,993970090618632;0,206725658345429
9,226097613498673;0,11564923238295843
9,251133820909939;0,12647584776915088
9,371388659778184;0,12875517940307243
9,422404093119754;0,07826668605417392
9,59678314723493;0,04728460355998363
9,624539380060344;0,19791379682906896
9,698319450675738;0,01966241444691712
9,958637446278074;0,11209481329281919
10,075521119688482;0,18877161615945512
10,21144133789617;0,007249444556305034
10,23318553762002;0,09353718727568648
10,328386727343599;0,175423931136869
10,340947821587521;0,08533397366945784
10,341271025818331;0,18357401796168438
10,537312380952864;0,13489102206203354
10,605924199920924;0,16936481213736196
10,872727739906127;0,06676676703131955
10,87304129366675;0,022208982483870095
10,925747397694186;0,08186723197572857
10,947509801743456;0,16634770335474405
11,117671530298018;0,10938250600223724
11,353766770397534;0,006396101810710492
11,48065582382674;0,20920566167809196
11,49005771633751;0,052626244620241826
11,610573445906443;0,005335107041583574
11,669820493091036;0,034679058948433254
11,677958037588652;0,19478622517529462
12,219816138481255;0,17718567745613487
12,397015911832847;0,11710728758646308
12,561394963351965;0,005119566438233021
12,688740162106757;0,034634243759322066
12,745993498863774;0,06946018422467576
12,849215003409492;0,0010917473971159154
12,864279835161911;0,2187973327511105
13,273023165295244;0,16887050386997096
13,294065845130923;0,18076571469140956
13,403792269032131;0,16601676459733816
13,479866338906522;0,12492532472350881
13,49692138212427;0,21822043979031694
13,551335099415757;0,2240771434472311
13,676448956280463;0,012195492506645074
13,855682702671245;0,11213333904821736
14,149767111150021;0,08713466808562656
14,16602378067783;0,07981044739543776
14,301591365204878;0,030880839102006754
14,438311068405017;0,003981753576471105
14,58362125062388;0,04191780514985926
14,690636232963524;0,16744310371165663
14,815314571211134;0,12157510787351304
14,890077490746066;0,059413714751069144
15,0437790911497;0,15746861147432611
15,277134140640882;0,1486751663267954
15,434166656272417;0,17788868679097733
15,472067564311798;0,03024762817889302
15,523951384405336;0,028530133991484775
15,649067667080976;0,0941199218514843
15,88854133123474;0,21585332649626876
16,062771461155418;0,06318669389847112
16,118696105827805;0,16221601335821764
16,383198538476734;0,2177451303024912
16,42985293267716;0,08884318047044813
16,641912081254265;0,08756950752330189
16,838409280777185;0,1983156245259535
17,167818124061313;0,15915240929921942
17,238040818997064;0,023270200477900283
17,266762231612486;0,05731908581410668
17,282331231269495;0,07695589702620426
17,300822412749724;0,10884422363549798
17,511148689139805;0,19921699664872553
17,837937741366705;0,15992136422502817
17,916663239978497;0,08299868295138527
